coxa_deg,femur_deg,tibia_deg,x,y,z
41.0,13.0,17.0,75.03,32.19,30.57
41.0,13.0,19.0,77.77,35.35,33.08
41.0,13.0,21.0,80.46,38.45,35.74
41.0,13.0,23.0,83.09,41.47,38.55
41.0,13.0,25.0,85.65,44.41,41.49
41.0,13.0,27.0,88.14,47.28,44.56
41.0,13.0,29.0,90.56,50.06,47.77
41.0,13.0,31.0,92.91,52.76,51.1
41.0,13.0,33.0,95.17,55.37,54.56
41.0,13.0,35.0,97.36,57.88,58.13
41.0,13.0,37.0,99.46,60.3,61.82
41.0,13.0,39.0,101.48,62.62,65.62
41.0,13.0,41.0,103.41,64.84,69.52
41.0,13.0,43.0,105.25,66.96,73.52
41.0,13.0,45.0,106.99,68.97,77.62
41.0,15.0,-45.0,-17.11,-73.8,32.34
41.0,15.0,-43.0,-14.31,-70.58,29.98
41.0,15.0,-41.0,-11.45,-67.29,27.76
41.0,15.0,-39.0,-8.55,-63.95,25.69
41.0,15.0,-37.0,-5.6,-60.55,23.78
41.0,15.0,-35.0,-2.6,-57.11,22.03
41.0,15.0,-33.0,0.43,-53.62,20.44
41.0,15.0,-31.0,3.49,-50.1,19.01
41.0,15.0,-29.0,6.59,-46.53,17.75
41.0,15.0,-27.0,9.71,-42.94,16.65
41.0,15.0,-25.0,12.86,-39.32,15.71
41.0,15.0,-23.0,16.03,-35.68,14.95
41.0,15.0,-21.0,19.21,-32.02,14.35
41.0,15.0,-19.0,22.4,-28.34,13.93
41.0,15.0,-17.0,25.61,-24.66,13.67
41.0,15.0,-15.0,28.81,-20.97,13.59
41.0,15.0,-13.0,32.02,-17.29,13.67
41.0,15.0,-11.0,35.22,-13.6,13.93
41.0,15.0,-9.0,38.41,-9.93,14.35
41.0,15.0,-7.0,41.59,-6.27,14.95
41.0,15.0,-5.0,44.76,-2.63,15.71
41.0,15.0,-3.0,47.91,0.99,16.65
41.0,15.0,-1.0,51.03,4.59,17.75
41.0,15.0,1.0,54.13,8.15,19.01
41.0,15.0,3.0,57.19,11.68,20.44
41.0,15.0,5.0,60.23,15.16,22.03
41.0,15.0,7.0,63.22,18.61,23.78
41.0,15.0,9.0,66.17,22.0,25.69
41.0,15.0,11.0,69.07,25.34,27.76
41.0,15.0,13.0,71.93,28.63,29.98
41.0,15.0,15.0,74.74,31.86,32.34
41.0,15.0,17.0,77.48,35.02,34.86
41.0,15.0,19.0,80.17,38.11,37.52
41.0,15.0,21.0,82.8,41.13,40.33
41.0,15.0,23.0,85.36,44.08,43.27
41.0,15.0,25.0,87.85,46.94,46.34
41.0,15.0,27.0,90.27,49.73,49.55
41.0,15.0,29.0,92.61,52.42,52.88
41.0,15.0,31.0,94.88,55.03,56.34
41.0,15.0,33.0,97.07,57.55,59.91
41.0,15.0,35.0,99.17,59.97,63.6
41.0,15.0,37.0,101.19,62.29,67.4
41.0,15.0,39.0,103.12,64.51,71.3
41.0,15.0,41.0,104.96,66.62,75.3
41.0,15.0,43.0,106.7,68.63,79.4
41.0,15.0,45.0,108.35,70.53,83.59
41.0,17.0,-45.0,-14.64,-70.96,31.74
41.0,17.0,-43.0,-11.78,-67.67,29.52
41.0,17.0,-41.0,-8.88,-64.33,27.45
41.0,17.0,-39.0,-5.93,-60.94,25.54
41.0,17.0,-37.0,-2.93,-57.49,23.79
41.0,17.0,-35.0,0.1,-54.01,22.2
41.0,17.0,-33.0,3.16,-50.48,20.77
41.0,17.0,-31.0,6.26,-46.92,19.51
41.0,17.0,-29.0,9.38,-43.32,18.41
41.0,17.0,-27.0,12.53,-39.7,17.48
41.0,17.0,-25.0,15.7,-36.06,16.71
41.0,17.0,-23.0,18.88,-32.4,16.12
41.0,17.0,-21.0,22.07,-28.72,15.69
41.0,17.0,-19.0,25.27,-25.04,15.43
41.0,17.0,-17.0,28.48,-21.35,15.35
41.0,17.0,-15.0,31.69,-17.67,15.43
41.0,17.0,-13.0,34.89,-13.98,15.69
41.0,17.0,-11.0,38.08,-10.31,16.12
41.0,17.0,-9.0,41.26,-6.65,16.71
41.0,17.0,-7.0,44.43,-3.01,17.48
41.0,17.0,-5.0,47.58,0.61,18.41
41.0,17.0,-3.0,50.7,4.21,19.51
41.0,17.0,-1.0,53.8,7.77,20.77
41.0,17.0,1.0,56.86,11.3,22.2
41.0,17.0,3.0,59.89,14.78,23.79
41.0,17.0,5.0,62.89,18.23,25.54
41.0,17.0,7.0,65.84,21.62,27.45
41.0,17.0,9.0,68.74,24.96,29.52
41.0,17.0,11.0,71.6,28.25,31.74
41.0,17.0,13.0,74.4,31.48,34.11
41.0,17.0,15.0,77.15,34.64,36.62
41.0,17.0,17.0,79.84,37.73,39.28
41.0,17.0,19.0,82.47,40.75,42.09
41.0,17.0,21.0,85.03,43.7,45.03
41.0,17.0,23.0,87.52,46.56,48.1
41.0,17.0,25.0,89.94,49.35,51.31
41.0,17.0,27.0,92.28,52.04,54.64
41.0,17.0,29.0,94.55,54.65,58.1
41.0,17.0,31.0,96.74,57.17,61.67
41.0,17.0,33.0,98.84,59.59,65.36
41.0,17.0,35.0,100.86,61.91,69.16
41.0,17.0,37.0,102.79,64.13,73.06
41.0,17.0,39.0,104.63,66.24,77.06
41.0,17.0,41.0,106.37,68.25,81.16
41.0,17.0,43.0,108.02,70.15,85.35
41.0,17.0,45.0,109.58,71.94,89.62
41.0,19.0,-45.0,-12.16,-68.1,31.26
41.0,19.0,-43.0,-9.25,-64.76,29.2
41.0,19.0,-41.0,-6.3,-61.36,27.29
41.0,19.0,-39.0,-3.31,-57.92,25.54
41.0,19.0,-37.0,-0.27,-54.43,23.94
41.0,19.0,-35.0,2.79,-50.91,22.52
41.0,19.0,-33.0,5.89,-47.34,21.25
41.0,19.0,-31.0,9.01,-43.75,20.15
41.0,19.0,-29.0,12.16,-40.13,19.22
41.0,19.0,-27.0,15.33,-36.49,18.45
41.0,19.0,-25.0,18.51,-32.83,17.86
41.0,19.0,-23.0,21.7,-29.15,17.43
41.0,19.0,-21.0,24.9,-25.47,17.18
41.0,19.0,-19.0,28.11,-21.78,17.09
41.0,19.0,-17.0,31.31,-18.09,17.18
41.0,19.0,-15.0,34.52,-14.41,17.43
41.0,19.0,-13.0,37.71,-10.74,17.86
41.0,19.0,-11.0,40.89,-7.08,18.45
41.0,19.0,-9.0,44.06,-3.43,19.22
41.0,19.0,-7.0,47.2,0.19,20.15
41.0,19.0,-5.0,50.33,3.78,21.25
41.0,19.0,-3.0,53.43,7.34,22.52
41.0,19.0,-1.0,56.49,10.87,23.94
41.0,19.0,1.0,59.52,14.36,25.54
41.0,19.0,3.0,62.52,17.8,27.29
41.0,19.0,5.0,65.47,21.19,29.2
41.0,19.0,7.0,68.37,24.54,31.26
41.0,19.0,9.0,71.23,27.82,33.48
41.0,19.0,11.0,74.03,31.05,35.85
41.0,19.0,13.0,76.78,34.21,38.37
41.0,19.0,15.0,79.47,37.3,41.03
41.0,19.0,17.0,82.1,40.32,43.83
41.0,19.0,19.0,84.66,43.27,46.77
41.0,19.0,21.0,87.15,46.13,49.85
41.0,19.0,23.0,89.57,48.92,53.05
41.0,19.0,25.0,91.91,51.62,56.38
41.0,19.0,27.0,94.18,54.22,59.84
41.0,19.0,29.0,96.36,56.74,63.41
41.0,19.0,31.0,98.47,59.16,67.1
41.0,19.0,33.0,100.49,61.48,70.9
41.0,19.0,35.0,102.42,63.7,74.8
41.0,19.0,37.0,104.25,65.81,78.81
41.0,19.0,39.0,106.0,67.82,82.9
41.0,19.0,41.0,107.65,69.72,87.09
41.0,19.0,43.0,109.21,71.51,91.37
41.0,19.0,45.0,110.66,73.18,95.72
41.0,21.0,-45.0,-9.66,-65.23,30.92
41.0,21.0,-43.0,-6.71,-61.84,29.01
41.0,21.0,-41.0,-3.72,-58.39,27.26
41.0,21.0,-39.0,-0.69,-54.91,25.67
41.0,21.0,-37.0,2.38,-51.38,24.24
41.0,21.0,-35.0,5.48,-47.82,22.97
41.0,21.0,-33.0,8.6,-44.22,21.87
41.0,21.0,-31.0,11.75,-40.6,20.94
41.0,21.0,-29.0,14.91,-36.96,20.18
41.0,21.0,-27.0,18.1,-33.3,19.58
41.0,21.0,-25.0,21.29,-29.63,19.16
41.0,21.0,-23.0,24.49,-25.94,18.9
41.0,21.0,-21.0,27.7,-22.25,18.81
41.0,21.0,-19.0,30.9,-18.57,18.9
41.0,21.0,-17.0,34.1,-14.88,19.16
41.0,21.0,-15.0,37.3,-11.21,19.58
41.0,21.0,-13.0,40.48,-7.55,20.18
41.0,21.0,-11.0,43.65,-3.91,20.94
41.0,21.0,-9.0,46.79,-0.29,21.87
41.0,21.0,-7.0,49.92,3.31,22.97
41.0,21.0,-5.0,53.01,6.87,24.24
41.0,21.0,-3.0,56.08,10.4,25.67
41.0,21.0,-1.0,59.11,13.88,27.26
41.0,21.0,1.0,62.1,17.33,29.01
41.0,21.0,3.0,65.06,20.72,30.92
41.0,21.0,5.0,67.96,24.06,32.98
41.0,21.0,7.0,70.82,27.35,35.2
41.0,21.0,9.0,73.62,30.57,37.57
41.0,21.0,11.0,76.37,33.74,40.09
41.0,21.0,13.0,79.06,36.83,42.75
41.0,21.0,15.0,81.68,39.85,45.55
41.0,21.0,17.0,84.24,42.8,48.49
41.0,21.0,19.0,86.74,45.66,51.57
41.0,21.0,21.0,89.16,48.44,54.77
41.0,21.0,23.0,91.5,51.14,58.11
41.0,21.0,25.0,93.77,53.75,61.56
41.0,21.0,27.0,95.95,56.27,65.14
41.0,21.0,29.0,98.06,58.68,68.82
41.0,21.0,31.0,100.07,61.01,72.62
41.0,21.0,33.0,102.0,63.23,76.52
41.0,21.0,35.0,103.84,65.34,80.53
41.0,21.0,37.0,105.59,67.35,84.63
41.0,21.0,39.0,107.24,69.25,88.81
41.0,21.0,41.0,108.79,71.04,93.09
41.0,21.0,43.0,110.25,72.71,97.44
41.0,21.0,45.0,111.6,74.27,101.87
41.0,23.0,-45.0,-7.16,-62.35,30.71
41.0,23.0,-43.0,-4.17,-58.91,28.96
41.0,23.0,-41.0,-1.14,-55.42,27.37
41.0,23.0,-39.0,1.93,-51.9,25.94
41.0,23.0,-37.0,5.03,-48.33,24.67
41.0,23.0,-35.0,8.15,-44.74,23.57
41.0,23.0,-33.0,11.3,-41.12,22.64
41.0,23.0,-31.0,14.46,-37.48,21.88
41.0,23.0,-29.0,17.65,-33.82,21.28
41.0,23.0,-27.0,20.84,-30.14,20.85
41.0,23.0,-25.0,24.04,-26.46,20.6
41.0,23.0,-23.0,27.25,-22.77,20.51
41.0,23.0,-21.0,30.45,-19.09,20.6
41.0,23.0,-19.0,33.65,-15.4,20.85
41.0,23.0,-17.0,36.85,-11.73,21.28
41.0,23.0,-15.0,40.03,-8.07,21.88
41.0,23.0,-13.0,43.2,-4.43,22.64
41.0,23.0,-11.0,46.34,-0.81,23.57
41.0,23.0,-9.0,49.47,2.79,24.67
41.0,23.0,-7.0,52.56,6.35,25.94
41.0,23.0,-5.0,55.63,9.88,27.37
41.0,23.0,-3.0,58.66,13.36,28.96
41.0,23.0,-1.0,61.65,16.81,30.71
41.0,23.0,1.0,64.6,20.2,32.62
41.0,23.0,3.0,67.51,23.54,34.68
41.0,23.0,5.0,70.37,26.83,36.9
41.0,23.0,7.0,73.17,30.06,39.27
41.0,23.0,9.0,75.92,33.22,41.79
41.0,23.0,11.0,78.61,36.31,44.45
41.0,23.0,13.0,81.23,39.33,47.25
41.0,23.0,15.0,83.79,42.28,50.19
41.0,23.0,17.0,86.29,45.14,53.27
41.0,23.0,19.0,88.71,47.93,56.47
41.0,23.0,21.0,91.05,50.62,59.81
41.0,23.0,23.0,93.32,53.23,63.26
41.0,23.0,25.0,95.5,55.75,66.84
41.0,23.0,27.0,97.61,58.17,70.52
41.0,23.0,29.0,99.62,60.49,74.32
41.0,23.0,31.0,101.55,62.71,78.22
41.0,23.0,33.0,103.39,64.82,82.23
41.0,23.0,35.0,105.14,66.83,86.32
41.0,23.0,37.0,106.79,68.73,90.51
41.0,23.0,39.0,108.34,70.52,94.79
41.0,23.0,41.0,109.8,72.19,99.14
41.0,23.0,43.0,111.15,73.75,103.57
41.0,23.0,45.0,112.41,75.19,108.07
41.0,25.0,-45.0,-4.66,-59.47,30.63
41.0,25.0,-43.0,-1.63,-55.99,29.04
41.0,25.0,-41.0,1.44,-52.46,27.61
41.0,25.0,-39.0,4.54,-48.9,26.35
41.0,25.0,-37.0,7.66,-45.3,25.25
41.0,25.0,-35.0,10.81,-41.68,24.31
41.0,25.0,-33.0,13.97,-38.04,23.55
41.0,25.0,-31.0,17.16,-34.38,22.95
41.0,25.0,-29.0,20.35,-30.71,22.53
41.0,25.0,-27.0,23.55,-27.02,22.27
41.0,25.0,-25.0,26.76,-23.34,22.19
41.0,25.0,-23.0,29.96,-19.65,22.27
41.0,25.0,-21.0,33.16,-15.97,22.53
41.0,25.0,-19.0,36.36,-12.29,22.95
41.0,25.0,-17.0,39.54,-8.63,23.55
41.0,25.0,-15.0,42.71,-4.99,24.31
41.0,25.0,-13.0,45.85,-1.37,25.25
41.0,25.0,-11.0,48.98,2.23,26.35
41.0,25.0,-9.0,52.07,5.79,27.61
41.0,25.0,-7.0,55.14,9.32,29.04
41.0,25.0,-5.0,58.17,12.8,30.63
41.0,25.0,-3.0,61.16,16.25,32.38
41.0,25.0,-1.0,64.12,19.64,34.29
41.0,25.0,1.0,67.02,22.98,36.36
41.0,25.0,3.0,69.88,26.27,38.57
41.0,25.0,5.0,72.68,29.49,40.94
41.0,25.0,7.0,75.43,32.66,43.46
41.0,25.0,9.0,78.12,35.75,46.12
41.0,25.0,11.0,80.74,38.77,48.93
41.0,25.0,13.0,83.31,41.71,51.87
41.0,25.0,15.0,85.8,44.58,54.94
41.0,25.0,17.0,88.22,47.36,58.15
41.0,25.0,19.0,90.56,50.06,61.48
41.0,25.0,21.0,92.83,52.67,64.94
41.0,25.0,23.0,95.01,55.18,68.51
41.0,25.0,25.0,97.12,57.6,72.2
41.0,25.0,27.0,99.14,59.93,75.99
41.0,25.0,29.0,101.06,62.14,79.9
41.0,25.0,31.0,102.9,64.26,83.9
41.0,25.0,33.0,104.65,66.27,88.0
41.0,25.0,35.0,106.3,68.17,92.19
41.0,25.0,37.0,107.85,69.96,96.46
41.0,25.0,39.0,109.31,71.63,100.82
41.0,25.0,41.0,110.67,73.19,105.24
41.0,25.0,43.0,111.92,74.63,109.74
41.0,25.0,45.0,113.07,75.95,114.3
41.0,27.0,-45.0,-2.15,-56.59,30.69
41.0,27.0,-43.0,0.91,-53.07,29.26
41.0,27.0,-41.0,4.01,-49.5,27.99
41.0,27.0,-39.0,7.13,-45.91,26.89
41.0,27.0,-37.0,10.28,-42.29,25.96
41.0,27.0,-35.0,13.45,-38.65,25.2
41.0,27.0,-33.0,16.63,-34.99,24.6
41.0,27.0,-31.0,19.82,-31.31,24.18
41.0,27.0,-29.0,23.03,-27.63,23.92
41.0,27.0,-27.0,26.23,-23.94,23.83
41.0,27.0,-25.0,29.44,-20.25,23.92
41.0,27.0,-23.0,32.64,-16.57,24.18
41.0,27.0,-21.0,35.83,-12.9,24.6
41.0,27.0,-19.0,39.01,-9.24,25.2
41.0,27.0,-17.0,42.18,-5.59,25.96
41.0,27.0,-15.0,45.33,-1.97,26.89
41.0,27.0,-13.0,48.45,1.62,27.99
41.0,27.0,-11.0,51.55,5.18,29.26
41.0,27.0,-9.0,54.61,8.71,30.69
41.0,27.0,-7.0,57.64,12.2,32.28
41.0,27.0,-5.0,60.64,15.64,34.03
41.0,27.0,-3.0,63.59,19.03,35.94
41.0,27.0,-1.0,66.49,22.38,38.0
41.0,27.0,1.0,69.35,25.66,40.22
41.0,27.0,3.0,72.15,28.89,42.59
41.0,27.0,5.0,74.9,32.05,45.11
41.0,27.0,7.0,77.59,35.14,47.77
41.0,27.0,9.0,80.22,38.16,50.57
41.0,27.0,11.0,82.78,41.11,53.51
41.0,27.0,13.0,85.27,43.97,56.59
41.0,27.0,15.0,87.69,46.76,59.79
41.0,27.0,17.0,90.03,49.46,63.13
41.0,27.0,19.0,92.3,52.06,66.58
41.0,27.0,21.0,94.49,54.58,70.16
41.0,27.0,23.0,96.59,57.0,73.84
41.0,27.0,25.0,98.61,59.32,77.64
41.0,27.0,27.0,100.54,61.54,81.54
41.0,27.0,29.0,102.38,63.65,85.55
41.0,27.0,31.0,104.12,65.66,89.65
41.0,27.0,33.0,105.77,67.56,93.83
41.0,27.0,35.0,107.33,69.35,98.11
41.0,27.0,37.0,108.78,71.02,102.46
41.0,27.0,39.0,110.14,72.58,106.89
41.0,27.0,41.0,111.39,74.02,111.39
41.0,27.0,43.0,112.54,75.35,115.95
41.0,27.0,45.0,113.58,76.55,120.57
41.0,29.0,-45.0,0.35,-53.71,30.88
41.0,29.0,-43.0,3.45,-50.15,29.61
41.0,29.0,-41.0,6.57,-46.56,28.51
41.0,29.0,-39.0,9.72,-42.94,27.58
41.0,29.0,-37.0,12.88,-39.3,26.81
41.0,29.0,-35.0,16.07,-35.64,26.22
41.0,29.0,-33.0,19.26,-31.96,25.79
41.0,29.0,-31.0,22.46,-28.28,25.54
41.0,29.0,-29.0,25.67,-24.59,25.45
41.0,29.0,-27.0,28.87,-20.9,25.54
41.0,29.0,-25.0,32.07,-17.22,25.79
41.0,29.0,-23.0,35.27,-13.55,26.22
41.0,29.0,-21.0,38.45,-9.89,26.81
41.0,29.0,-19.0,41.62,-6.24,27.58
41.0,29.0,-17.0,44.76,-2.62,28.51
41.0,29.0,-15.0,47.89,0.97,29.61
41.0,29.0,-13.0,50.98,4.53,30.88
41.0,29.0,-11.0,54.05,8.06,32.3
41.0,29.0,-9.0,57.08,11.55,33.9
41.0,29.0,-7.0,60.07,14.99,35.65
41.0,29.0,-5.0,63.02,18.38,37.56
41.0,29.0,-3.0,65.93,21.73,39.62
41.0,29.0,-1.0,68.79,25.01,41.84
41.0,29.0,1.0,71.59,28.24,44.21
41.0,29.0,3.0,74.34,31.4,46.73
41.0,29.0,5.0,77.03,34.49,49.39
41.0,29.0,7.0,79.65,37.51,52.19
41.0,29.0,9.0,82.21,40.46,55.13
41.0,29.0,11.0,84.71,43.33,58.21
41.0,29.0,13.0,87.12,46.11,61.41
41.0,29.0,15.0,89.47,48.81,64.74
41.0,29.0,17.0,91.74,51.41,68.2
41.0,29.0,19.0,93.92,53.93,71.77
41.0,29.0,21.0,96.03,56.35,75.46
41.0,29.0,23.0,98.04,58.67,79.26
41.0,29.0,25.0,99.97,60.89,83.16
41.0,29.0,27.0,101.81,63.0,87.17
41.0,29.0,29.0,103.56,65.01,91.26
41.0,29.0,31.0,105.21,66.91,95.45
41.0,29.0,33.0,106.76,68.7,99.73
41.0,29.0,35.0,108.22,70.37,104.08
41.0,29.0,37.0,109.57,71.93,108.51
41.0,29.0,39.0,110.83,73.37,113.01
41.0,29.0,41.0,111.98,74.7,117.57
41.0,29.0,43.0,113.02,75.9,122.19
41.0,29.0,45.0,113.96,76.98,126.86
41.0,31.0,-45.0,2.85,-50.84,31.2
41.0,31.0,-43.0,5.97,-47.25,30.1
41.0,31.0,-41.0,9.12,-43.63,29.17
41.0,31.0,-39.0,12.28,-39.99,28.4
41.0,31.0,-37.0,15.46,-36.33,27.81
41.0,31.0,-35.0,18.66,-32.65,27.38
41.0,31.0,-33.0,21.86,-28.97,27.12
41.0,31.0,-31.0,25.07,-25.28,27.04
41.0,31.0,-29.0,28.27,-21.6,27.12
41.0,31.0,-27.0,31.47,-17.91,27.38
41.0,31.0,-25.0,34.67,-14.24,27.81
41.0,31.0,-23.0,37.85,-10.58,28.4
41.0,31.0,-21.0,41.01,-6.94,29.17
41.0,31.0,-19.0,44.16,-3.31,30.1
41.0,31.0,-17.0,47.29,0.28,31.2
41.0,31.0,-15.0,50.38,3.84,32.46
41.0,31.0,-13.0,53.45,7.37,33.89
41.0,31.0,-11.0,56.48,10.86,35.48
41.0,31.0,-9.0,59.47,14.3,37.23
41.0,31.0,-7.0,62.42,17.69,39.14
41.0,31.0,-5.0,65.33,21.04,41.21
41.0,31.0,-3.0,68.19,24.32,43.43
41.0,31.0,-1.0,70.99,27.55,45.8
41.0,31.0,1.0,73.74,30.71,48.31
41.0,31.0,3.0,76.43,33.8,50.97
41.0,31.0,5.0,79.05,36.82,53.78
41.0,31.0,7.0,81.61,39.77,56.72
41.0,31.0,9.0,84.1,42.63,59.79
41.0,31.0,11.0,86.52,45.42,63.0
41.0,31.0,13.0,88.87,48.11,66.33
41.0,31.0,15.0,91.14,50.72,69.79
41.0,31.0,17.0,93.32,53.24,73.36
41.0,31.0,19.0,95.42,55.66,77.05
41.0,31.0,21.0,97.44,57.98,80.85
41.0,31.0,23.0,99.37,60.2,84.75
41.0,31.0,25.0,101.21,62.31,88.75
41.0,31.0,27.0,102.96,64.32,92.85
41.0,31.0,29.0,104.61,66.22,97.04
41.0,31.0,31.0,106.16,68.01,101.31
41.0,31.0,33.0,107.62,69.68,105.67
41.0,31.0,35.0,108.97,71.24,110.1
41.0,31.0,37.0,110.23,72.68,114.59
41.0,31.0,39.0,111.37,74.0,119.16
41.0,31.0,41.0,112.42,75.21,123.78
41.0,31.0,43.0,113.36,76.28,128.45
41.0,31.0,45.0,114.19,77.24,133.17
41.0,33.0,-45.0,5.33,-47.98,31.65
41.0,33.0,-43.0,8.48,-44.36,30.72
41.0,33.0,-41.0,11.65,-40.72,29.96
41.0,33.0,-39.0,14.83,-37.06,29.36
41.0,33.0,-37.0,18.02,-33.39,28.93
41.0,33.0,-35.0,21.22,-29.7,28.68
41.0,33.0,-33.0,24.43,-26.02,28.59
41.0,33.0,-31.0,27.63,-22.33,28.68
41.0,33.0,-29.0,30.84,-18.65,28.93
41.0,33.0,-27.0,34.03,-14.97,29.36
41.0,33.0,-25.0,37.21,-11.31,29.96
41.0,33.0,-23.0,40.38,-7.67,30.72
41.0,33.0,-21.0,43.52,-4.05,31.65
41.0,33.0,-19.0,46.65,-0.45,32.75
41.0,33.0,-17.0,49.74,3.11,34.02
41.0,33.0,-15.0,52.81,6.64,35.45
41.0,33.0,-13.0,55.84,10.12,37.04
41.0,33.0,-11.0,58.84,13.57,38.79
41.0,33.0,-9.0,61.79,16.96,40.7
41.0,33.0,-7.0,64.69,20.3,42.76
41.0,33.0,-5.0,67.55,23.59,44.98
41.0,33.0,-3.0,70.35,26.81,47.35
41.0,33.0,-1.0,73.1,29.98,49.87
41.0,33.0,1.0,75.79,33.07,52.53
41.0,33.0,3.0,78.42,36.09,55.33
41.0,33.0,5.0,80.98,39.03,58.27
41.0,33.0,7.0,83.47,41.9,61.35
41.0,33.0,9.0,85.89,44.68,64.55
41.0,33.0,11.0,88.23,47.38,67.89
41.0,33.0,13.0,90.5,49.99,71.34
41.0,33.0,15.0,92.68,52.5,74.92
41.0,33.0,17.0,94.79,54.92,78.6
41.0,33.0,19.0,96.81,57.25,82.4
41.0,33.0,21.0,98.73,59.46,86.3
41.0,33.0,23.0,100.57,61.58,90.31
41.0,33.0,25.0,102.32,63.59,94.4
41.0,33.0,27.0,103.97,65.49,98.59
41.0,33.0,29.0,105.53,67.28,102.87
41.0,33.0,31.0,106.98,68.95,107.22
41.0,33.0,33.0,108.34,70.51,111.65
41.0,33.0,35.0,109.59,71.95,116.15
41.0,33.0,37.0,110.74,73.27,120.71
41.0,33.0,39.0,111.78,74.47,125.33
41.0,33.0,41.0,112.72,75.55,130.0
41.0,33.0,43.0,113.55,76.51,134.72
41.0,33.0,45.0,114.27,77.33,139.49
41.0,35.0,-45.0,7.81,-45.14,32.24
41.0,35.0,-43.0,10.97,-41.49,31.48
41.0,35.0,-41.0,14.16,-37.83,30.88
41.0,35.0,-39.0,17.35,-34.16,30.45
41.0,35.0,-37.0,20.55,-30.48,30.2
41.0,35.0,-35.0,23.76,-26.79,30.11
41.0,35.0,-33.0,26.96,-23.1,30.2
41.0,35.0,-31.0,30.16,-19.42,30.45
41.0,35.0,-29.0,33.36,-15.74,30.88
41.0,35.0,-27.0,36.54,-12.08,31.48
41.0,35.0,-25.0,39.71,-8.44,32.24
41.0,35.0,-23.0,42.85,-4.82,33.17
41.0,35.0,-21.0,45.98,-1.23,34.27
41.0,35.0,-19.0,49.07,2.33,35.54
41.0,35.0,-17.0,52.14,5.86,36.96
41.0,35.0,-15.0,55.17,9.35,38.56
41.0,35.0,-13.0,58.16,12.79,40.31
41.0,35.0,-11.0,61.11,16.19,42.22
41.0,35.0,-9.0,64.02,19.53,44.28
41.0,35.0,-7.0,66.88,22.82,46.5
41.0,35.0,-5.0,69.68,26.04,48.87
41.0,35.0,-3.0,72.43,29.2,51.39
41.0,35.0,-1.0,75.12,32.3,54.05
41.0,35.0,1.0,77.74,35.32,56.85
41.0,35.0,3.0,80.3,38.26,59.79
41.0,35.0,5.0,82.79,41.13,62.87
41.0,35.0,7.0,85.21,43.91,66.07
41.0,35.0,9.0,87.56,46.61,69.41
41.0,35.0,11.0,89.83,49.22,72.86
41.0,35.0,13.0,92.01,51.73,76.43
41.0,35.0,15.0,94.12,54.15,80.12
41.0,35.0,17.0,96.13,56.47,83.92
41.0,35.0,19.0,98.06,58.69,87.82
41.0,35.0,21.0,99.9,60.81,91.83
41.0,35.0,23.0,101.65,62.82,95.92
41.0,35.0,25.0,103.3,64.71,100.11
41.0,35.0,27.0,104.85,66.5,104.39
41.0,35.0,29.0,106.31,68.18,108.74
41.0,35.0,31.0,107.66,69.74,113.17
41.0,35.0,33.0,108.92,71.18,117.67
41.0,35.0,35.0,110.06,72.5,122.23
41.0,35.0,37.0,111.11,73.7,126.85
41.0,35.0,39.0,112.05,74.78,131.52
41.0,35.0,41.0,112.88,75.73,136.24
41.0,35.0,43.0,113.6,76.56,141.01
41.0,35.0,45.0,114.21,77.27,145.8
41.0,37.0,-45.0,10.27,-42.31,32.96
41.0,37.0,-43.0,13.45,-38.65,32.36
41.0,37.0,-41.0,16.64,-34.97,31.94
41.0,37.0,-39.0,19.84,-31.29,31.68
41.0,37.0,-37.0,23.05,-27.6,31.6
41.0,37.0,-35.0,26.25,-23.91,31.68
41.0,37.0,-33.0,29.46,-20.23,31.94
41.0,37.0,-31.0,32.65,-16.56,32.36
41.0,37.0,-29.0,35.83,-12.9,32.96
41.0,37.0,-27.0,39.0,-9.25,33.72
41.0,37.0,-25.0,42.15,-5.63,34.65
41.0,37.0,-23.0,45.27,-2.04,35.75
41.0,37.0,-21.0,48.37,1.52,37.02
41.0,37.0,-19.0,51.43,5.05,38.45
41.0,37.0,-17.0,54.46,8.54,40.04
41.0,37.0,-15.0,57.46,11.98,41.79
41.0,37.0,-13.0,60.41,15.37,43.7
41.0,37.0,-11.0,63.31,18.72,45.76
41.0,37.0,-9.0,66.17,22.0,47.98
41.0,37.0,-7.0,68.97,25.23,50.35
41.0,37.0,-5.0,71.72,28.39,52.87
41.0,37.0,-3.0,74.41,31.48,55.53
41.0,37.0,-1.0,77.04,34.5,58.33
41.0,37.0,1.0,79.6,37.45,61.27
41.0,37.0,3.0,82.09,40.31,64.35
41.0,37.0,5.0,84.51,43.1,67.56
41.0,37.0,7.0,86.85,45.8,70.89
41.0,37.0,9.0,89.12,48.4,74.34
41.0,37.0,11.0,91.31,50.92,77.92
41.0,37.0,13.0,93.41,53.34,81.61
41.0,37.0,15.0,95.43,55.66,85.4
41.0,37.0,17.0,97.36,57.88,89.31
41.0,37.0,19.0,99.19,59.99,93.31
41.0,37.0,21.0,100.94,62.0,97.41
41.0,37.0,23.0,102.59,63.9,101.6
41.0,37.0,25.0,104.15,65.69,105.87
41.0,37.0,27.0,105.6,67.36,110.22
41.0,37.0,29.0,106.96,68.92,114.65
41.0,37.0,31.0,108.21,70.36,119.15
41.0,37.0,33.0,109.36,71.69,123.71
